Gene,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8
AK024141,160,1141,6656,3322,3475,1488,2634,665
AK024242,0,0,0,0,0,0,0,0
AK024243,0,0,1,0,2,0,1,0
AK024248,57,766,1620,468,858,1896,962,1121
AK024736,1,7,54,10,13,46,24,26
AK024936,566,7688,18284,4580,6897,16924,10821,8973
AK024998,0,9,64,30,26,13,42,14
AK025061,123,1432,6475,3284,3662,4036,3475,2036
AK025117,509,768,8159,7091,4749,4002,4726,1733
AK025127,0,18,408,81,128,113,291,43
AK025140,233,641,2202,2098,1196,978,1287,354
AK025288,2,19,308,93,153,115,272,54
AK025511,337,1650,5114,2882,2396,2122,2657,886
AK025664,0,0,12,0,1,0,4,0
AK025726,45,451,1368,552,583,1170,659,609
AK025793,2635,9357,31896,16306,17250,20204,14547,9831
AK025975,0,0,0,0,0,1,1,1
AK026244,0,0,0,20,0,0,0,0
AK026379,0,3,6,1,2,2,4,0
AK026502,41,67,477,370,286,424,437,162
AK026714,0,0,0,1,0,3,3,0
AK026736,14,13,112,80,38,99,97,23
AK026758,297,2540,5669,2702,2834,2181,1738,1279
AK026777,0,1,6,5,6,8,9,8
AK026905,122,732,4960,2675,2835,2113,2592,972
AK027091,21,174,911,527,457,322,421,104
AK027145,0,0,4,6,2,0,2,0
AK027190,54,396,1844,328,758,1747,1668,875
AK027257,0,0,7,5,3,7,1,1
AK027541,0,0,0,29,0,0,0,0
AK054623,7,21,34,13,11,21,9,2
AK054635,0,0,5,0,1,0,0,0
AK054708,3,4,3,10,3,1,3,0
AK054753,0,1,2,3,0,58,4,34
AK054837,1,0,3,3,0,2,0,0
AK054845,1,4,11,13,3,1,7,0
AK054921,9,8,85,62,24,11,33,8
AK054970,181,955,2541,1199,1482,1161,2247,598
AK054972,0,0,1,0,2,0,0,0
AK054988,0,0,2,5,0,1,1,0
AK054990,0,0,0,0,0,0,0,0
AK055017,1,3,1,31,2,1,3,0
AK055055,0,0,0,1,0,0,0,0
AK055145,3592,7350,24193,11107,16297,26224,17325,13198
AK055197,192,1427,2760,1495,1800,3863,1540,1943
AK055250,0,0,0,0,0,0,1,1
AK055254,0,0,0,0,1,0,0,0
AK055257,1144,5250,4674,2627,2404,5794,1744,2827
AK055272,128,1045,1224,437,675,1408,717,798
AK055323,0,0,0,0,0,0,0,0
AK055332,1,46,404,156,232,145,231,59
AK055351,2451,11916,38689,24993,20792,15962,18312,7409
AK055384,3,31,9,7,2,124,9,51
AK055408,0,0,0,36,0,5,0,2
AK055458,21,141,45,9,17,796,28,398
AK055533,0,2,0,2,0,3,0,1
AK055601,403,1804,14125,4450,6555,7071,11710,3062
AK055623,0,0,0,0,0,0,0,0
AK055631,206,1679,6838,2079,3764,5980,5898,2827
AK055694,0,0,0,0,0,0,0,0
AK055712,0,0,0,0,0,0,0,0
AK055772,0,0,0,1,6,4,2,0
AK055785,0,0,2,0,0,3,0,1
AK055849,0,0,3,18,0,2,3,0
AK055853,423,10034,12891,4139,7283,13927,6593,8047
AK055856,0,2,2,3,1,1,6,1
AK055876,0,4,10,5,3,8,14,8
AK055910,0,0,0,2,1,1,0,0
AK055918,0,0,0,0,0,0,0,0
AK055932,0,0,0,0,0,0,0,0
AK055967,0,6,48,25,33,37,43,12
AK055974,0,3,20,5,12,16,7,10
AK055981,0,6,25,12,13,3,27,1
AK056073,88,346,1534,705,730,1046,1286,506
AK056077,0,0,0,0,0,1,0,0
AK056081,0,2,11,14,6,3,2,0
AK056098,0,0,0,0,0,0,1,0
AK056105,0,0,0,0,0,0,0,0
AK056135,205,1660,7058,2786,4051,1267,3594,666
AK056182,153,790,5980,2283,2970,4568,5725,1980
AK056196,0,0,0,0,0,0,1,1
AK056211,1,14,70,5,32,29,28,15
AK056228,100,5542,7675,1104,2757,7164,4096,4568
AK056246,3,2,0,5,2,1,5,1
AK056253,0,0,1,8,1,3,0,4
AK056351,0,0,0,3,0,0,0,0
AK056368,0,0,0,0,0,0,0,0
AK056396,0,0,0,2,2,2,0,1
AK056431,0,0,0,13,0,0,0,0
AK056432,0,0,0,3,0,0,0,0
AK056486,3,4,7,6,0,12,1,1
AK056490,90,130,1129,810,681,379,948,147
AK056524,5803,6619,25765,20714,18543,22806,17812,9472
AK056584,0,0,18,8,6,20,21,6
AK056618,0,0,11,3,6,13,17,5
AK056623,0,1,2,0,2,6,2,0
AK056625,31,170,153,124,109,157,129,73
AK056657,0,0,0,0,0,0,0,0
AK056686,1,0,1,4,0,2,0,0
AK056689,0,0,0,0,0,0,0,0
AK056780,44,459,3303,775,1351,1731,2404,908
AK056817,0,1,12,1,5,13,13,2
AK056897,0,0,0,2,5,4,2,1
AK056973,0,1,0,0,0,0,0,0
AK056982,0,0,6,4,1,0,5,0
AK057177,0,0,2,27,3,1,6,0
AK057188,0,0,7,3,0,0,8,2
AK057218,311,3685,33166,13117,17257,10649,15711,5661
AK057259,0,0,2,0,0,0,1,0
AK057316,0,0,0,0,0,0,0,0
AK057321,0,0,6,8,5,3,10,2
AK057332,0,2,0,0,0,2,1,0
AK057379,8,75,690,235,364,622,386,439
AK057451,0,0,0,0,0,0,0,0
AK057471,0,1,1,1,0,1,0,0
AK057519,0,0,0,0,0,0,0,0
AK057554,618,2398,16597,7819,8285,6789,9538,3076
AK057596,0,1,1,26,1,4,1,0
AK057604,0,0,0,0,1,0,0,0
AK057657,0,0,0,16,0,0,0,0
AK057681,167,1989,5341,1384,2949,5488,5014,2689
AK057689,0,0,9,1,0,1,3,2
AK057719,0,0,6,1,0,3,2,0
AK057766,0,0,5,0,1,2,7,0
AK057873,56,379,2124,995,1333,1232,1223,527
AK057887,0,0,0,0,0,0,2,0
AK057897,0,3,188,55,110,80,585,33
AK057978,784,3284,26538,10624,14938,14079,18836,6119
AK058136,64,296,1225,449,614,1029,946,507
AK074396,5,18,315,85,94,72,200,45
AK074469,0,0,0,0,0,0,0,0
AK074476,0,1,65,71,46,5,39,0
AK074615,113,729,11224,5304,5803,787,6507,222
AK075019,0,0,2,1,2,0,2,0
AK075337,9,255,471,155,273,182,361,70
AK090553,19,167,2699,843,1099,445,1089,148
AK090593,0,4,120,50,62,16,87,11
AK090604,67,242,781,436,524,178,304,83
AK090674,3,6,93,65,49,11,72,8
AK090700,0,0,0,10,0,1,0,0
AK090736,10738,21908,122780,106668,77149,34405,68116,12477
AK090844,0,0,19,27,5,7,8,3
AK090904,164,669,3942,1581,2037,2774,2348,1596
AK090973,11,12,103,57,45,32,97,22
AK091028,487,1560,8054,4270,4184,5116,4523,2570
AK091070,917,3591,15373,7455,8935,9178,7840,4339
AK091102,890,3008,14244,8126,7309,8084,6179,3466
AK091265,570,2171,5605,4147,3384,3402,3237,1617
AK091275,448,3164,8813,4444,5119,5505,5374,2796
AK091365,0,0,7,25,10,5,16,4
AK091624,0,0,10,0,0,1,3,2
AK091688,0,0,3,7,0,1,0,0
AK091729,0,0,0,2,0,0,0,0
AK091866,0,0,1,2,4,0,0,0
AK091906,1026,2226,19625,10431,12556,8589,15336,3666
AK091996,689,1464,20093,7531,8764,10802,22096,3947
AK092048,0,0,1,8,1,0,0,0
AK092080,4,22,259,217,136,50,178,14
AK092087,85,806,6776,1855,3132,1764,4409,795
AK092098,0,0,10,1,0,0,7,0
AK092150,160,1513,8646,2895,4566,3460,4411,1630
AK092251,69,699,1643,663,955,1793,1224,1031
AK092313,0,1,3,4,0,1,1,4
AK092331,0,0,0,1,0,0,0,0
AK092380,0,0,0,0,0,0,0,0
AK092541,0,0,7,0,2,3,8,3
AK092589,17,158,411,145,125,536,171,274
AK092619,115,496,1089,522,665,991,651,545
AK092965,255,1606,5523,2140,3599,3741,3633,1911
AK093002,0,0,0,0,0,0,0,0
AK093026,204,677,3649,1517,2011,2302,1765,1233
AK093107,8,10,17,18,8,17,11,5
AK093256,28,180,417,288,295,293,319,148
AK093299,0,0,0,2,3,1,3,2
AK093356,0,0,0,0,0,0,0,0
AK093362,206,1418,9838,2725,4661,6240,8213,2932
AK093381,1129,2752,8206,5183,5736,9013,6901,3900
AK093416,0,0,1,0,0,0,1,0
AK093443,10,126,337,75,109,226,69,112
AK093513,0,0,0,0,0,0,0,0
AK093519,0,1,0,0,1,1,2,2
AK093534,0,0,0,0,0,0,0,0
AK093551,0,0,0,0,0,0,0,0
AK093552,0,1,0,2,0,1,0,0
AK093555,0,0,0,0,0,1,0,0
AK093600,0,0,0,7,0,1,2,0
AK093758,765,1887,10186,4976,6759,7010,8562,3025
AK093892,386,956,9468,2347,2901,3059,7890,1220
AK093898,1,3,30,38,6,11,18,4
AK094117,0,0,1,0,0,0,0,0
AK094156,0,0,0,2,0,0,1,1
AK094188,5,1,5,6,3,3,8,4
AK094196,0,0,7,2,1,3,13,5
AK094280,2129,3463,13968,9052,8225,9065,7220,4508
AK094325,25,134,320,161,140,190,148,128
AK094342,5,4,10,9,19,9,14,4
AK094343,103,700,5493,2400,3058,4150,3403,2075
AK094352,196,1343,5360,1934,2827,3112,2506,1729
AK094413,2,12,83,39,40,38,40,23
AK094480,0,25,171,92,58,26,93,7
AK094561,0,0,0,1,0,0,2,0
AK094577,81,1142,9405,2358,4754,1743,4293,858
AK094599,0,0,0,0,0,0,0,0
AK094611,0,11,65,25,26,30,53,15
AK094621,92,378,1867,1219,953,908,1150,533
AK094639,0,0,0,0,0,0,0,0
AK094644,31,98,764,450,437,378,403,127
AK094674,0,0,16,15,7,4,13,3
AK094692,38,246,1185,560,681,801,630,420
AK094733,0,0,0,12,0,0,0,0
AK094786,2236,2181,24530,16383,13355,6247,15437,1677
AK094818,0,0,2,21,0,5,1,3
AK094859,0,0,3,1,0,2,3,1
AK094909,0,0,1,0,0,0,0,0
AK094916,0,0,0,0,0,0,0,0
AK094934,287,733,3410,1888,2346,2527,2643,1307
AK094945,0,0,0,1,0,0,0,0
AK094963,0,0,0,0,0,0,0,0
AK094985,0,0,0,0,0,0,0,0
AK094990,0,5,9,8,8,13,9,5
AK095045,12,47,78,75,61,450,98,182
AK095057,1,24,233,51,105,56,137,20
AK095081,0,0,1,1,1,0,2,0
AK095112,53,194,1596,676,1054,753,1304,306
AK095132,0,0,8,1,0,1,11,1
AK095151,0,1,3,2,3,4,4,3
AK095179,0,0,1,1,1,2,2,2
AK095210,95,990,5243,1549,2329,2494,2227,1405
AK095221,0,0,1,5,1,1,1,0
AK095242,29,54,28,37,13,38,23,15
AK095267,0,0,1,7,1,0,2,0
AK095285,81,614,3074,1106,1280,1276,1767,555
AK095335,0,0,3,1,5,1,4,2
AK095365,2278,8785,11007,5633,4567,10391,2970,5489
AK095366,65,295,5241,1715,1587,1712,2328,959
AK095439,0,2,0,15,0,9,0,4
AK095498,152,2827,1492,488,738,3272,744,1894
AK095546,0,0,3,2,1,24,5,17
AK095583,0,1,0,8,0,3,3,4
AK095618,0,0,2,7,0,6,0,30
AK095621,225,1226,4196,1617,1998,5194,2370,3045
AK095633,0,0,3,5,2,7,8,3
AK095700,0,2,21,3,6,11,16,20
AK095721,1628,1944,38024,27465,21034,6199,16679,2111
AK095988,0,0,0,3,0,0,0,0
AK096159,779,5312,12501,6053,5620,8783,5571,4451
AK096219,0,0,0,0,0,0,0,0
AK096230,0,0,0,6,0,0,0,0
AK096233,0,0,0,14,0,1,0,0
AK096249,0,0,0,1,0,0,0,0
AK096291,0,0,0,0,0,0,0,0
AK096314,0,0,0,0,0,0,0,0
AK096329,0,0,0,0,0,0,0,0
AK096335,1,2,118,92,46,31,46,24
AK096379,139,2031,10063,2170,3930,5202,5198,3108
AK096395,88,399,2653,1858,1625,709,1578,380
AK096475,1,0,4,1,0,0,4,0
AK096549,167,669,2809,916,1322,1855,1179,969
AK096592,2619,10279,17425,12273,8437,19352,5431,9804
AK096622,0,0,0,0,0,0,0,0
AK096718,99,778,3303,1329,1428,2045,1922,1025
AK096792,82,363,2011,993,1044,1196,892,659
AK096803,776,3432,25867,10916,11367,11371,10495,5515
AK096834,25,15,414,304,204,111,196,48
AK096898,149,1048,2692,1462,1459,1481,1078,704
AK096932,0,0,17,12,7,3,5,1
AK096976,0,0,6,4,3,0,8,0
AK096982,1,0,8,6,3,3,5,1
AK097119,63,183,464,277,251,1223,280,606
AK097143,40,357,90,22,16,503,19,253
AK097184,0,0,2,1,0,0,0,0
AK097193,101,2386,2939,760,1453,3031,1212,1943
AK097242,0,0,1,0,0,0,0,0
AK097288,0,0,9,3,7,10,8,0
AK097289,4,6,48,36,25,37,34,13
AK097351,0,0,0,19,0,0,2,0
AK097370,0,0,0,15,0,1,1,0
AK097428,406,2498,8622,2340,3967,3702,3787,1821
AK097432,0,0,0,0,0,5,0,0
AK097447,0,0,3,0,2,0,2,0
AK097453,265,1093,6102,3728,3132,2439,2590,1243
AK097472,0,0,1,0,0,0,2,1
AK097527,0,4,18,3,7,17,23,6
AK097571,14,104,888,429,318,233,465,93
AK097590,47,411,1152,202,449,969,445,489
AK097618,0,0,1,9,5,1,4,0
AK097625,3,16,59,9,19,30,18,15
AK097658,0,0,0,18,0,0,0,0
AK097701,2,27,64,19,37,62,46,18
AK097702,889,8216,20629,6337,11089,12998,12832,6160
AK097722,0,0,2,0,0,1,3,0
AK097759,0,0,7,19,2,1,7,0
AK097787,34,873,1495,302,644,890,722,512
AK097791,0,2,2,1,0,3,0,2
AK097803,11,5,39,58,21,40,47,19
AK097814,0,0,0,2,0,0,0,3
AK097829,910,2294,1039,1390,1116,7112,729,6231
AK097866,0,0,0,0,0,24,3,73
AK097878,0,0,0,2,0,0,0,0
AK097902,0,0,0,0,0,0,0,0
AK097910,0,0,0,0,0,0,0,0
AK097921,167,249,1462,894,779,944,944,437
AK097934,1,0,11,4,5,5,6,3
AK097957,0,0,0,0,2,0,2,0
AK098012,500,957,3701,2022,2681,3993,3146,1974
AK098067,0,0,4,0,0,1,0,2
AK098095,0,0,2,1,0,0,0,0
AK098198,0,0,6,1,0,6,7,0
AK098263,0,0,0,0,0,0,0,1
AK098333,519,845,4216,3000,2550,2902,2720,1383
AK098438,0,0,0,2,0,0,1,0
AK098481,0,0,0,0,0,0,0,0
AK098491,146,1188,516,282,231,2097,333,1179
AK098560,887,1432,7461,5500,4082,4483,3826,1777
AK098570,33,121,773,526,422,310,463,146
AK098727,0,0,2,3,0,0,3,1
AK098769,44,213,592,289,283,498,280,254
AK098783,144,546,2575,973,1434,1789,1752,866
AK1,0,2,3,17,2,5,11,1
AK122764,0,0,6,6,2,3,6,1
AK123067,9,14,102,66,50,111,91,47
AK123141,0,0,0,3,0,0,1,0
AK123177,0,0,0,1,0,5,0,0
AK123181,0,0,0,15,0,1,4,0
AK123263,4,18,15,18,9,79,15,52
AK123292,1626,2312,10732,6793,5878,7866,6441,3587
AK123298,3139,5552,25953,22082,12914,8983,10981,3675
AK123300,10,36,389,210,137,76,364,26
AK123314,1,0,18,13,6,11,18,4
AK123332,123,1152,1732,734,946,1166,985,514
AK123440,430,802,2353,2430,1166,1417,1487,636
AK123450,104,518,6081,2036,3057,2410,3348,1208
AK123459,0,0,1,1,0,0,1,2
AK123543,0,1,3,1,1,3,3,1
AK123582,0,2,2,16,0,2,1,1
AK123584,353,1553,11864,7288,5132,4833,5076,2078
AK123617,128,355,3696,1907,1298,1178,2420,487
AK123654,0,0,0,0,0,0,0,0
AK123675,1,6,60,15,20,26,39,2
AK123758,0,0,7,22,5,8,9,3
AK123771,0,9,34,17,10,37,19,19
AK123826,185,261,2269,1536,991,1133,970,499
AK123872,64,242,2028,1154,870,849,1285,320
AK123889,0,10,90,36,19,42,50,11
AK123891,0,0,0,0,0,0,0,0
AK123976,0,0,0,0,0,0,0,0
AK123998,0,0,0,0,0,0,0,0
AK124121,336,503,1998,1451,1273,1554,1158,741
AK124130,0,7,36,37,16,21,19,9
AK124179,3,1,28,27,10,14,17,3
AK124194,0,0,0,0,0,0,0,0
AK124197,0,0,0,0,0,0,0,0
AK124233,127,726,2283,1091,1205,1740,1261,862
AK124262,0,0,1,0,0,0,1,0
AK124272,721,2702,11119,5746,6047,8023,6341,3870
AK124308,0,0,1,0,0,0,1,1
AK124326,0,0,2,5,0,1,0,0
AK124399,0,0,1,3,3,0,3,1
AK124433,0,0,0,0,0,0,1,0
AK124439,205,1756,9446,3036,5422,5150,7087,2309
AK124465,14,7,24,32,13,9,17,5
AK124484,0,0,0,2,0,0,0,0
AK124523,0,0,3,3,0,0,1,1
AK124578,2,7,7,1,4,13,6,3
AK124673,0,0,0,10,0,0,3,0
AK124680,563,3180,14705,5040,7265,7518,8991,3599
AK124820,0,0,5,18,4,17,14,10
AK124832,2,2,57,3,4,26,45,19
AK124930,162,519,3030,1674,1552,1236,1359,609
AK124939,0,0,15,2,6,3,8,0
AK124950,18,251,195,93,139,293,153,109
AK124970,0,0,0,0,0,0,0,0
AK124973,0,0,0,0,0,0,0,0
AK125051,0,0,0,0,0,0,0,0
AK125128,0,0,0,0,0,0,0,0
AK125157,0,0,0,0,0,0,0,0
AK125212,0,0,0,0,0,0,0,0
AK125237,0,0,0,0,0,0,0,0
AK125257,0,0,0,12,0,0,0,0
AK125288,0,1,84,32,30,7,64,4
AK125301,0,0,0,0,0,0,0,0
AK125397,0,0,0,3,0,0,0,0
AK125412,0,0,0,0,0,0,0,0
AK125437,0,0,0,0,0,0,0,0
AK125463,0,3,14,4,8,11,18,7
AK125489,4,36,170,68,79,138,117,69
AK125500,2,26,46,39,18,71,28,38
AK125516,0,0,0,0,0,0,0,0
AK125558,0,0,0,0,0,0,0,0
AK125594,1,2,2,4,1,4,3,6
AK125598,0,0,0,0,0,1,0,0
AK125599,0,0,0,0,0,0,0,0
AK125684,80,675,3152,960,1888,2719,1704,1300
AK125686,0,0,0,32,0,0,3,0
AK125699,318,1556,10187,3519,5048,6798,8187,3237
AK125701,0,0,0,0,1,0,3,1
AK125726,0,0,2,1,0,1,1,0
AK125727,0,0,0,0,0,0,0,0
AK125737,0,0,0,7,0,0,2,0
AK125749,0,4,9,10,6,3,0,6
AK125759,352,678,4723,3772,2491,1923,2462,733
AK125769,0,1,13,12,12,21,22,11
AK125821,406,628,2443,2075,1337,1641,1332,799
AK125858,0,0,1,1,0,1,0,0
AK125860,32,110,101,62,48,379,90,349
AK125871,1478,7619,14390,5126,7186,8883,4660,5679
AK125960,0,0,25,2,5,33,16,18
AK125994,0,0,1,1,0,0,0,0
AK126180,0,0,0,0,0,0,0,0
AK126225,0,2,2,6,1,12,0,5
AK126251,0,0,0,0,0,0,0,0
AK126253,0,1,1,0,0,5,3,6
AK126266,0,0,0,1,0,1,3,0
AK126278,15,49,363,183,165,132,438,87
AK126286,851,9967,14671,6869,6716,12556,7659,6061
AK126318,0,2,11,3,10,8,13,2
AK126334,437,1886,5315,3967,2816,2921,2194,1201
AK126351,1,7,29,20,6,105,35,84
AK126380,0,0,1,17,0,4,1,0
AK126532,184,2476,2166,696,1109,10448,1730,7579
AK126539,12,152,86,23,28,148,61,191
AK126616,0,0,0,0,0,0,0,0
AK126635,0,0,0,0,0,0,0,0
AK126693,0,23,39,17,13,72,26,133
AK126717,0,1,6,28,3,2,1,0
AK126744,0,2,9,11,3,17,13,12
AK126852,1413,4515,19001,9039,12025,15672,12538,7323
AK127026,0,0,17,4,5,7,15,11
AK127048,638,3458,23503,10215,13150,10572,14351,4465
AK127087,0,1,16,13,3,10,12,7
AK127120,60,316,1881,957,956,613,758,225
AK127124,0,0,2,0,0,0,0,0
AK127179,0,0,0,18,0,0,1,0
AK127183,246,1623,6419,2116,3380,5266,3691,2692
AK127190,0,0,0,0,0,0,0,0
AK127191,160,1228,7127,2395,3561,4471,3942,2529
AK127224,30,78,483,247,226,245,356,111
AK127270,0,1,15,0,6,3,17,2
AK127339,8,36,442,205,170,97,191,48
AK127378,0,1,43,10,11,14,50,16
AK127380,32,89,946,534,367,287,463,152
AK127400,3537,5853,28318,20460,15312,13187,12556,5849
AK127443,4,33,585,157,197,149,409,96
AK127472,0,8,112,19,23,18,58,10
AK127555,14,50,132,172,56,23,61,8
AK127557,0,0,0,2,0,0,0,0
AK127609,0,0,0,5,0,0,0,0
AK127697,2210,7088,36934,18784,22155,17178,21041,8051
AK127846,1312,4430,43633,22059,23837,10930,22135,4634
AK127963,0,0,10,3,5,1,6,0
AK127966,2,0,25,7,9,13,17,5
AK127969,7,97,286,70,65,97,126,59
AK127974,373,2470,8376,3105,4222,5681,5446,2827
AK128013,0,0,1,4,0,0,0,0
AK128153,0,0,0,1,0,0,0,0
AK128216,0,0,1,0,0,0,0,0
AK128252,0,0,0,0,0,0,0,0
AK128346,0,0,5,24,2,1,1,0
AK128400,0,0,0,47,0,7,1,2
AK128439,15,35,643,335,293,218,351,87
AK128525,647,1091,3658,2915,2443,3750,2043,1754
AK128534,0,0,2,0,2,5,4,0
AK128559,1407,2546,21422,14336,11515,8097,11897,3168
AK128563,1,8,20,8,15,59,23,33
AK128569,0,5,14,6,2,2,1,7
AK128593,1266,11897,25719,6572,12842,18360,12446,10364
AK128619,1137,6645,16055,7820,8299,8528,8584,3482
AK128652,72,215,1728,647,743,610,1238,275
AK128656,0,3,14,28,0,8,7,2
AK128673,1,7,53,31,30,19,44,13
AK128697,783,4008,8861,4364,4067,3963,3255,1856
AK128707,645,3276,3865,1975,2172,5155,2341,2764
AK128708,0,0,7,1,0,1,3,0
AK128734,1,0,3,6,3,2,2,2
AK128777,0,0,2,11,2,1,4,0
AK128833,0,0,7,0,5,3,5,2
AK128837,2830,5378,24655,20316,14610,12197,15303,5045
AK128880,0,0,4,9,2,5,3,1
AK129567,30,170,202,95,128,75,165,43
AK129672,0,9,54,19,22,24,28,8
AK130076,14,140,422,109,140,278,208,177
AK130294,0,1,35,47,12,13,30,7
AK130329,25,116,2268,743,1209,382,1231,176
AK130400,0,0,5,0,1,8,19,2
AK130481,0,2,7,0,3,5,11,3
AK130486,3,0,67,24,22,34,55,17
AK130759,1086,4309,14945,7059,8366,9767,7581,4517
AK130824,0,0,2,1,1,9,2,1
AK130852,0,0,5,1,2,16,8,8
AK130904,0,3,13,9,4,5,24,0
AK131020,0,0,0,0,0,0,0,0
AK131021,0,0,0,1,0,0,0,0
AK131337,23,88,514,155,244,339,328,173
AK131347,0,0,1,2,1,1,0,0
AK131516,0,0,0,31,1,0,5,0
AK131520,0,0,0,0,0,0,0,0
AK172755,0,0,0,0,0,0,0,0
AK2,0,0,0,0,0,1,0,0
AK289390,0,0,0,0,0,0,0,0
AK291164,0,0,0,2,0,0,0,1
AK291611,0,0,0,0,0,0,0,0
AK291701,0,0,0,0,0,1,0,0
AK293020,0,0,0,0,0,0,0,0
AK294004,614,972,3220,2733,1634,2384,1574,1202
AK294743,11,33,11,3,9,53,10,30
AK294819,28,208,59,30,27,551,41,291
AK294973,0,0,0,0,0,0,0,0
AK295617,0,0,0,0,0,0,0,0
AK295707,285,2968,1735,637,741,5381,625,2293
AK296065,0,0,6,0,1,1,3,1
AK296146,2,7,198,38,88,87,135,44
AK296148,0,7,59,21,21,25,49,20
AK296947,3,92,437,78,164,238,333,113
AK297683,0,0,0,0,0,0,0,0
AK297919,0,0,0,0,0,0,0,1
AK298056,52,102,815,484,526,814,642,389
AK298300,0,0,0,5,0,0,0,0
AK298596,80,147,1045,502,547,833,1013,330
AK299432,0,1,1,0,0,1,2,0
AK299452,316,2697,32344,13198,13501,15931,21636,6902
AK299501,0,0,0,18,0,0,0,0
AK3,63,171,2445,1253,1313,1194,2132,535
AK300387,0,0,0,0,0,0,0,0
AK300656,0,0,0,4,0,0,0,0
AK301093,0,2,17,16,19,8,13,1
AK301549,0,0,1,1,0,0,2,0
AK301666,0,0,0,3,1,0,0,0
AK301968,149,2034,10916,3958,5934,4147,7309,2209
AK302092,0,0,2,15,1,2,2,1
AK302306,30,216,1003,519,420,832,465,461
AK302451,0,0,7,1,2,3,3,0
AK302511,1,11,52,9,9,56,22,17
AK302545,1593,4700,21460,11549,11828,13171,10821,5480
AK302694,58,113,1040,460,477,765,481,452
AK302879,15,65,1326,379,652,370,672,113
AK303207,0,0,0,0,0,0,0,0
AK303572,58,286,2018,727,1071,969,1588,473
AK303607,57,340,2942,780,1543,1222,2092,631
AK304483,0,0,0,0,0,0,1,0
AK304759,0,0,0,0,0,0,0,0
AK304826,0,0,0,0,0,0,0,0
AK307150,2,1,17,1,3,12,13,3
AK307172,69,316,1402,583,791,1260,1238,630
AK307192,0,3,10,7,0,9,4,1
AK307207,0,0,0,2,1,2,1,0
AK307233,0,0,2,5,0,1,1,0
AK307246,255,1642,3883,2376,1997,2766,1641,1519
AK307275,0,6,2,5,1,9,7,9
AK307870,914,1888,6969,4977,3627,4863,3787,2324
AK308309,500,3760,4978,2066,2444,7301,2375,4234
AK308439,0,0,0,0,0,0,0,0
AK308544,243,2313,15068,4558,8402,9392,10620,4583
AK308561,0,0,0,1,0,0,2,0
AK308605,0,0,0,1,0,0,0,0
AK308652,42,736,3528,721,1370,2319,2332,1302
AK308704,13,115,526,96,136,423,369,217
AK308867,10,201,591,84,182,484,361,296
AK308944,989,7971,13780,4317,7787,9786,7632,4863
AK308965,464,1061,1713,1446,890,1406,692,620
AK309215,0,0,0,1,0,0,0,0
AK309255,14,29,574,426,310,104,352,63
AK309441,0,0,0,1,0,1,2,0
AK309476,1382,1154,5367,5041,2962,3117,2615,1358
AK309533,1,0,0,10,0,1,0,0
AK309717,0,0,0,0,0,0,0,0
AK309744,0,0,0,0,0,0,0,0
AK309896,0,0,0,11,18,1,0,0
AK309922,0,0,0,0,0,1,0,0
AK309988,0,0,0,26,0,0,0,0
AK310013,0,0,0,1,0,0,0,0
AK310030,0,0,0,0,0,0,0,0
AK310041,0,0,0,0,0,0,0,0
AK310046,38,145,395,216,191,224,192,112
AK310094,44,527,1778,372,612,1783,909,965
AK310146,0,0,0,0,0,0,0,0
AK310226,1080,1759,7168,4270,4823,5076,5210,2218
AK310228,0,1,18,1,1,4,9,4
AK310237,114,521,1842,890,932,1690,1197,795
AK310239,0,0,5,2,2,6,2,3
AK310350,14,5,41,42,32,15,26,7
AK310441,0,0,5,0,3,4,6,0
AK310471,420,1709,10213,4897,5319,6914,5611,3039
AK310493,0,0,0,1,0,0,0,0
AK310526,151,345,2502,1245,1296,1506,1570,682
AK310634,307,1914,9028,4200,4028,1944,3588,520
AK310665,17,295,3180,742,1502,1373,2704,846
AK310751,0,0,0,8,1,1,1,0
AK310794,0,0,1,1,1,1,1,1
AK310876,0,0,0,0,0,0,0,0
AK311005,12,64,720,412,397,233,354,84
AK311108,0,0,0,0,0,0,0,0
AK311113,462,773,1946,1549,1231,2607,1199,1247
AK311120,340,801,3629,2296,1204,2610,1497,1328
AK311131,93,891,1637,445,904,2164,1252,1312
AK311167,0,0,0,5,0,1,1,1
AK311213,0,0,0,0,0,0,0,0
AK311257,35,241,1324,583,630,501,954,244
AK311282,0,0,3,2,0,0,1,0
AK311291,0,0,2,2,0,0,1,0
AK311356,0,0,0,11,0,0,0,0
AK311374,446,1383,11519,6210,5644,7593,7722,3206
AK311380,0,0,0,3,0,3,0,0
AK311383,9,19,59,33,26,60,29,32
AK311445,384,575,3245,1904,1718,2955,1763,1380
AK311497,0,0,3,56,0,0,2,1
AK311573,0,0,1,25,3,1,2,2
AK311578,0,0,0,0,0,0,0,0
AK311660,0,0,0,0,0,0,0,0
AK313893,0,0,0,0,0,0,0,0
AK316092,0,0,0,25,0,1,1,0
AK316321,0,0,0,0,0,0,0,0
AK4,0,0,0,0,0,0,0,0
AK5,4,11,27,14,22,27,17,23
AK7,238,506,1275,813,702,1747,682,909
AK8,0,0,0,0,0,0,0,0
AK9,7,6,25,27,6,45,18,11
AKAP1,243,368,3283,1869,1890,1007,2028,430
AKAP10,0,0,0,0,1,4,1,0
